order_id,customer_id,product_id,category,price,discount_pct,order_date,delivery_days,payment_method,is_returned,return_reason
O10681,C2105,P1103,Footwear,5746.23,0,2025-01-07,1,UPI,1,Wrong size received
O10682,C2284,P1030,Electronics,10690.62,0,2026-03-27,5,COD,1,Item stopped working after a few days
O10683,C2101,P1051,Electronics,43774.54,0,2025-08-13,7,COD,0,
O10684,C2173,P1217,Home Goods,9297.79,10,2025-07-02,4,card,0,
O10685,C2425,P1174,Home Goods,11337.09,0,2025-04-24,5,card,0,
O10686,C2233,P1062,Electronics,39456.99,5,2026-01-17,1,netbanking,0,
O10687,C2222,P1183,Home Goods,7102.58,0,2025-05-28,1,COD,0,
O10688,C2097,P1050,Electronics,5777.81,10,2026-01-19,3,UPI,0,
O10689,C2390,P1158,Apparel,1931.84,10,2025-10-29,6,COD,0,
O10690,C2027,P1162,Apparel,2391.85,20,2025-05-10,7,COD,1,Wrong size ordered
O10691,C2401,P1121,Apparel,2065.69,20,2025-03-08,1,card,0,
O10692,C2330,P1193,Home Goods,5095.99,10,2026-05-26,3,wallet,0,
O10693,C2247,P1184,Home Goods,697.79,30,2026-05-01,4,card,0,
O10694,C2404,P1150,Apparel,2995.24,10,2025-08-01,4,COD,0,
O10695,C2156,P1109,Footwear,2229.49,25,2025-06-10,5,COD,0,
O10696,C2281,P1022,Electronics,31628.41,0,2025-03-28,3,card,1,Did not match product description
O10697,C2318,P1087,Footwear,3700.46,5,2026-04-24,7,UPI,0,
O10698,C2254,P1082,Footwear,2766.17,0,2025-01-26,5,UPI,0,
O10699,C2042,P1076,Footwear,4311.93,20,2026-06-10,5,UPI,1,Material quality lower than expected
O10700,C2116,P1026,Electronics,33317.24,0,2026-01-04,5,card,0,
O10701,C2154,P1191,Home Goods,6626.38,20,2025-10-09,4,card,0,
O10702,C2070,P1219,Home Goods,8347.74,15,2025-09-25,6,COD,0,
O10703,C2206,P1104,Footwear,2706.82,20,2025-01-13,4,UPI,0,
O10704,C2389,P1039,Electronics,12978.12,20,2025-08-22,5,UPI,0,
O10705,C2402,P1142,Apparel,700.68,15,2026-04-18,8,card,1,Fabric quality not as described
O10706,C2219,P1198,Home Goods,9722.64,25,2026-03-04,5,UPI,0,
O10707,C2295,P1033,Electronics,38445.68,0,2025-01-10,6,UPI,0,
O10708,C2181,P1087,Footwear,3895.22,0,2026-03-12,3,COD,0,
O10709,C2166,P1151,Apparel,1646.04,0,2025-02-02,2,COD,1,Color faded after first wash
O10710,C2290,P1162,Apparel,2391.85,20,2026-02-05,5,UPI,0,
O10711,C2096,P1122,Apparel,486.11,0,2026-04-08,4,UPI,0,
O10712,C2087,P1027,Electronics,12038.23,15,2025-07-01,7,UPI,0,
O10713,C2035,P1099,Footwear,1879.08,0,2025-08-27,5,card,0,
O10714,C2232,P1015,Electronics,851.6,5,2025-01-12,6,UPI,1,Item stopped working after a few days
O10715,C2066,P1138,Apparel,3916.47,5,2025-03-12,8,UPI,0,
O10716,C2105,P1034,Electronics,17150.23,25,2025-11-14,1,UPI,0,
O10717,C2158,P1151,Apparel,1646.04,0,2026-04-15,5,card,1,Fabric quality not as described
O10718,C2228,P1017,Electronics,21572.91,20,2025-09-10,1,COD,0,
O10719,C2294,P1011,Electronics,3139.02,15,2025-10-22,3,UPI,0,
O10720,C2177,P1180,Home Goods,10328.6,20,2025-11-01,1,COD,0,
O10721,C2091,P1159,Apparel,3056.44,15,2026-04-14,7,UPI,0,
O10722,C2357,P1146,Apparel,3910.46,0,2025-02-14,4,card,0,
O10723,C2149,P1171,Home Goods,5677.22,25,2025-08-11,8,COD,0,
O10724,C2390,P1142,Apparel,824.33,0,2026-01-13,5,COD,0,
O10725,C2230,P1043,Electronics,16336.83,0,2026-06-03,4,card,1,Changed my mind after purchase
O10726,C2355,P1173,Home Goods,8981.96,15,2026-01-26,3,card,1,Doesn't work as advertised
O10727,C2058,P1182,Home Goods,7677.09,25,2025-12-01,6,wallet,0,
O10728,C2236,P1018,Electronics,42790.63,0,2025-09-06,3,UPI,0,
O10729,C2082,P1044,Electronics,7334.22,20,2025-04-13,2,card,1,Changed my mind after purchase
O10730,C2200,P1044,Electronics,9167.77,0,2025-01-12,3,UPI,0,
O10731,C2017,P1173,Home Goods,9510.31,10,2026-03-29,3,wallet,0,
O10732,C2415,P1134,Apparel,1209.46,10,2025-04-16,3,card,1,Item didn't fit as expected
O10733,C2392,P1052,Electronics,14442.25,25,2026-01-19,5,COD,1,Item stopped working after a few days
O10734,C2215,P1008,Electronics,9845.65,30,2025-12-12,5,card,0,
O10735,C2049,P1205,Home Goods,8864.01,20,2025-06-21,1,wallet,1,Changed my mind after purchase
O10736,C2055,P1209,Home Goods,5744.67,0,2025-07-14,1,UPI,0,
O10737,C2118,P1055,Electronics,42954.92,0,2025-11-28,1,card,0,
O10738,C2161,P1004,Electronics,37965.86,5,2026-04-15,5,card,0,
O10739,C2022,P1018,Electronics,32092.97,25,2026-02-25,7,card,0,
O10740,C2052,P1183,Home Goods,6392.32,10,2025-06-25,4,card,0,
O10741,C2198,P1174,Home Goods,8502.82,25,2025-05-17,5,card,0,
O10742,C2352,P1082,Footwear,1936.32,30,2026-05-09,4,COD,0,
O10743,C2261,P1164,Home Goods,1461.4,15,2026-05-31,4,UPI,0,
O10744,C2119,P1006,Electronics,27382.35,10,2025-05-08,3,COD,0,
O10745,C2030,P1036,Electronics,11591.59,5,2025-10-31,7,card,0,
O10746,C2328,P1010,Electronics,6602.29,0,2026-03-31,4,card,0,
O10747,C2389,P1011,Electronics,3323.67,10,2026-03-01,2,UPI,0,
O10748,C2012,P1059,Electronics,12881.58,20,2025-12-06,3,card,0,
O10749,C2127,P1206,Home Goods,3795.28,15,2025-08-16,5,UPI,0,
O10750,C2164,P1047,Electronics,34067.33,5,2025-01-07,6,netbanking,1,Received a different model than ordered
O10751,C2104,P1033,Electronics,38445.68,0,2025-07-29,5,card,1,Changed my mind after purchase
O10752,C2239,P1080,Footwear,1234.23,0,2025-07-22,4,card,0,
O10753,C2229,P1163,Apparel,2701.14,0,2026-05-08,5,card,0,
O10754,C2203,P1097,Footwear,5935.0,0,2026-03-28,1,UPI,0,
O10755,C2406,P1124,Apparel,3641.54,0,2026-01-26,5,UPI,1,Color faded after first wash
O10756,C2304,P1138,Apparel,4122.6,0,2025-06-29,4,UPI,0,
O10757,C2310,P1124,Apparel,3641.54,0,2025-05-20,6,wallet,0,
O10758,C2097,P1002,Electronics,10762.92,0,2026-05-28,4,UPI,0,
O10759,C2202,P1191,Home Goods,7868.82,5,2026-05-17,2,card,0,
O10760,C2036,P1105,Footwear,3734.47,25,2025-05-08,2,card,0,
O10761,C2130,P1198,Home Goods,9722.64,25,2025-12-23,6,UPI,0,
O10762,C2352,P1095,Footwear,5123.9,15,2026-01-30,7,card,1,Material quality lower than expected
O10763,C2323,P1181,Home Goods,1911.79,15,2025-06-01,2,card,0,
O10764,C2348,P1038,Electronics,41841.78,0,2025-06-15,8,UPI,0,
O10765,C2203,P1181,Home Goods,2024.24,10,2025-03-24,4,UPI,0,
O10766,C2216,P1043,Electronics,13069.46,20,2025-09-16,3,UPI,0,
O10767,C2300,P1079,Footwear,4562.04,15,2025-04-02,2,card,0,
O10768,C2408,P1089,Footwear,3193.85,20,2025-10-03,4,UPI,0,
O10769,C2086,P1209,Home Goods,5457.44,5,2025-04-10,1,card,0,
O10770,C2268,P1107,Footwear,3366.68,15,2026-03-18,5,wallet,0,
O10771,C2093,P1129,Apparel,1913.93,25,2026-04-07,6,UPI,0,
O10772,C2102,P1016,Electronics,2605.62,15,2025-07-16,4,UPI,0,
O10773,C2319,P1028,Electronics,16627.7,20,2025-06-20,9,card,1,Item stopped working after a few days
O10774,C2141,P1017,Electronics,26966.14,0,2025-08-29,1,card,1,Item stopped working after a few days
O10775,C2340,P1150,Apparel,2662.43,20,2025-02-12,4,card,0,
O10776,C2003,P1097,Footwear,5341.5,10,2025-09-30,6,card,0,
O10777,C2189,P1175,Home Goods,5208.13,25,2025-11-19,3,COD,0,
O10778,C2340,P1103,Footwear,5458.92,5,2025-02-28,8,COD,1,Color different from photos
O10779,C2371,P1214,Home Goods,2843.63,25,2025-05-23,3,card,1,Changed my mind after purchase
O10780,C2143,P1180,Home Goods,10974.14,15,2025-09-12,2,wallet,0,
O10781,C2211,P1170,Home Goods,8662.37,0,2025-11-26,6,card,0,
O10782,C2023,P1207,Home Goods,9463.44,15,2026-03-31,4,wallet,0,
O10783,C2178,P1110,Footwear,874.68,25,2026-05-03,7,netbanking,0,
O10784,C2051,P1188,Home Goods,2455.77,5,2025-07-19,3,COD,0,
O10785,C2366,P1130,Apparel,4337.27,0,2026-05-25,1,COD,0,
O10786,C2344,P1141,Apparel,1055.21,30,2026-04-24,5,card,0,
O10787,C2123,P1063,Electronics,11520.7,0,2025-04-02,6,card,0,
O10788,C2014,P1042,Electronics,19419.72,25,2025-12-01,7,card,0,
O10789,C2243,P1172,Home Goods,11434.12,0,2025-05-20,2,COD,0,
O10790,C2251,P1024,Electronics,1494.9,20,2025-12-07,8,COD,0,
O10791,C2329,P1088,Footwear,4565.3,5,2026-01-26,1,wallet,0,
O10792,C2438,P1112,Footwear,1422.05,20,2025-08-17,4,card,0,
O10793,C2303,P1049,Electronics,31565.21,15,2025-04-29,6,UPI,1,Battery drains too quickly
O10794,C2194,P1148,Apparel,2409.17,15,2025-11-15,7,COD,0,
O10795,C2163,P1198,Home Goods,12315.34,5,2025-05-10,5,UPI,0,
O10796,C2113,P1028,Electronics,19745.39,5,2026-04-17,2,card,0,
O10797,C2348,P1117,Apparel,436.62,0,2025-10-18,8,card,0,
O10798,C2410,P1212,Home Goods,2056.04,15,2025-11-24,2,card,0,
O10799,C2361,P1147,Apparel,2181.2,5,2025-08-09,10,UPI,0,
O10800,C2192,P1016,Electronics,2145.8,30,2025-12-08,6,COD,0,
O10801,C2115,P1180,Home Goods,10974.14,15,2025-07-03,7,COD,0,
O10802,C2153,P1209,Home Goods,4882.97,15,2025-06-13,7,card,0,
O10803,C2178,P1194,Home Goods,11470.79,5,2025-03-15,4,UPI,0,
O10804,C2356,P1050,Electronics,5456.82,15,2026-02-08,6,COD,0,
O10805,C2027,P1218,Home Goods,8604.5,25,2025-11-08,5,UPI,0,
O10806,C2070,P1114,Footwear,2268.03,15,2025-10-26,5,COD,0,
O10807,C2333,P1003,Electronics,12117.57,5,2025-04-15,3,wallet,0,
O10808,C2075,P1097,Footwear,4154.5,30,2026-03-14,3,card,0,
O10809,C2242,P1046,Electronics,28468.97,25,2025-05-01,3,netbanking,0,
O10810,C2303,P1112,Footwear,1244.29,30,2026-02-18,4,UPI,0,
O10811,C2305,P1045,Electronics,21939.21,15,2026-01-20,5,COD,0,
O10812,C2343,P1169,Home Goods,2584.82,0,2026-04-20,6,card,0,
O10813,C2188,P1003,Electronics,12755.34,0,2025-03-26,2,card,0,
O10814,C2260,P1058,Electronics,44409.06,0,2026-05-07,3,COD,1,Item arrived with a cracked screen
O10815,C2330,P1180,Home Goods,12265.21,5,2025-05-09,8,card,1,Changed my mind after purchase
O10816,C2094,P1104,Footwear,2706.82,20,2025-01-21,1,COD,0,
O10817,C2032,P1133,Apparel,3357.42,20,2025-05-08,7,COD,1,Wrong size ordered
O10818,C2092,P1221,Home Goods,10341.59,10,2025-07-04,6,card,1,Changed my mind after purchase
O10819,C2105,P1168,Home Goods,3481.16,0,2025-09-20,4,COD,1,Item arrived damaged
O10820,C2259,P1077,Footwear,1284.1,5,2025-06-25,1,card,0,
O10821,C2265,P1201,Home Goods,10272.95,0,2026-04-01,6,card,0,
O10822,C2160,P1134,Apparel,1007.89,25,2025-12-27,2,wallet,0,
O10823,C2022,P1061,Electronics,26378.95,0,2025-05-26,2,card,0,
O10824,C2068,P1155,Apparel,3511.07,10,2026-01-03,3,UPI,0,
O10825,C2133,P1098,Footwear,1981.05,10,2025-06-17,8,UPI,1,Material quality lower than expected
O10826,C2346,P1109,Footwear,2229.49,25,2025-05-27,3,wallet,0,
O10827,C2356,P1166,Home Goods,7901.54,0,2026-01-17,4,UPI,0,
O10828,C2261,P1155,Apparel,3901.19,0,2025-06-07,2,UPI,0,
O10829,C2126,P1020,Electronics,10319.46,0,2026-06-29,8,card,0,
O10830,C2033,P1085,Footwear,5765.68,10,2026-01-07,7,card,0,
O10831,C2140,P1003,Electronics,12755.34,0,2025-08-16,2,UPI,1,Item stopped working after a few days
O10832,C2089,P1135,Apparel,1334.08,15,2025-11-10,1,card,0,
O10833,C2292,P1222,Home Goods,5460.78,0,2025-10-05,2,UPI,0,
O10834,C2087,P1082,Footwear,2074.63,25,2026-02-03,6,wallet,0,
O10835,C2282,P1153,Apparel,1667.87,25,2026-02-17,8,UPI,1,Wrong size ordered
O10836,C2351,P1132,Apparel,3349.23,15,2025-05-10,6,card,0,
O10837,C2327,P1095,Footwear,5123.9,15,2025-09-13,6,wallet,0,
O10838,C2234,P1047,Electronics,34067.33,5,2025-12-29,5,card,0,
O10839,C2367,P1209,Home Goods,5744.67,0,2025-03-31,2,COD,0,
O10840,C2160,P1217,Home Goods,10330.88,0,2025-03-23,5,card,0,
O10841,C2043,P1191,Home Goods,8282.97,0,2026-05-20,5,COD,1,Stopped working after light use
O10842,C2346,P1131,Apparel,1840.49,25,2025-05-20,1,netbanking,0,
O10843,C2357,P1032,Electronics,15180.34,5,2025-07-14,4,COD,0,
O10844,C2365,P1109,Footwear,2526.75,15,2025-12-20,4,netbanking,0,
O10845,C2270,P1176,Home Goods,6014.65,10,2026-04-05,8,netbanking,0,
O10846,C2391,P1135,Apparel,1177.12,25,2025-06-29,8,UPI,0,
O10847,C2216,P1127,Apparel,3232.19,5,2026-01-18,6,netbanking,0,
O10848,C2347,P1064,Electronics,22590.67,20,2025-05-01,3,card,1,Changed my mind after purchase
O10849,C2291,P1101,Footwear,5589.0,0,2025-11-09,6,COD,0,
O10850,C2263,P1212,Home Goods,1814.15,25,2026-04-20,7,card,1,Stopped working after light use
O10851,C2168,P1077,Footwear,1284.1,5,2025-01-06,1,card,0,
O10852,C2205,P1091,Footwear,3072.08,0,2026-03-18,3,UPI,0,
O10853,C2063,P1125,Apparel,592.51,0,2025-09-14,4,card,0,
O10854,C2153,P1094,Footwear,6332.62,5,2025-07-06,2,netbanking,0,
O10855,C2224,P1042,Electronics,25892.96,0,2026-03-21,4,card,0,
O10856,C2363,P1051,Electronics,43774.54,0,2025-10-19,6,wallet,0,
O10857,C2082,P1171,Home Goods,7569.63,0,2026-05-06,5,netbanking,0,
O10858,C2060,P1108,Footwear,6454.91,5,2026-05-23,5,card,0,
O10859,C2204,P1129,Apparel,2169.12,15,2026-02-03,1,card,0,
O10860,C2405,P1006,Electronics,30424.83,0,2025-12-19,1,card,0,
O10861,C2175,P1110,Footwear,816.37,30,2025-01-09,4,UPI,0,
O10862,C2248,P1022,Electronics,26884.15,15,2025-09-11,1,card,0,
O10863,C2058,P1222,Home Goods,5460.78,0,2025-09-11,2,wallet,0,
O10864,C2242,P1181,Home Goods,1799.33,20,2025-04-16,3,card,0,
O10865,C2302,P1162,Apparel,2690.83,10,2025-08-23,2,card,0,
O10866,C2140,P1050,Electronics,4814.84,25,2026-03-13,5,COD,0,
O10867,C2268,P1079,Footwear,4562.04,15,2025-08-25,4,card,0,
O10868,C2031,P1131,Apparel,2331.28,5,2025-02-22,3,card,0,
O10869,C2214,P1064,Electronics,28238.34,0,2025-02-18,6,card,1,Changed my mind after purchase
O10870,C2381,P1083,Footwear,4326.28,0,2026-04-29,3,UPI,0,
O10871,C2251,P1094,Footwear,6665.92,0,2025-04-25,7,card,1,Sole started peeling within a week
O10872,C2394,P1221,Home Goods,11490.66,0,2026-01-05,4,COD,0,
O10873,C2190,P1061,Electronics,22422.11,15,2025-08-04,2,UPI,1,Item stopped working after a few days
O10874,C2066,P1162,Apparel,2541.34,15,2025-05-04,10,COD,0,
O10875,C2098,P1181,Home Goods,2136.7,5,2025-04-12,5,card,0,
O10876,C2175,P1078,Footwear,3879.83,15,2025-07-26,3,card,0,
O10877,C2364,P1065,Electronics,25938.85,25,2025-12-22,4,COD,0,
O10878,C2367,P1031,Electronics,28755.55,25,2025-03-11,1,netbanking,0,
O10879,C2085,P1154,Apparel,4070.05,0,2025-05-13,4,card,0,
O10880,C2031,P1204,Home Goods,2384.75,30,2025-07-14,4,wallet,0,
O10881,C2038,P1043,Electronics,15519.99,5,2026-06-06,2,UPI,0,
O10882,C2205,P1156,Apparel,455.77,0,2025-07-08,7,UPI,1,Changed my mind after purchase
O10883,C2233,P1129,Apparel,2169.12,15,2026-06-22,4,card,0,
O10884,C2151,P1182,Home Goods,10236.12,0,2025-05-02,4,card,1,Missing parts/accessories
O10885,C2142,P1035,Electronics,30766.59,0,2025-02-22,5,UPI,0,
O10886,C2421,P1054,Electronics,36551.94,10,2025-01-02,2,netbanking,0,
O10887,C2361,P1141,Apparel,1507.45,0,2025-05-17,1,UPI,0,
O10888,C2166,P1015,Electronics,806.78,10,2025-01-11,5,netbanking,0,
O10889,C2008,P1138,Apparel,3504.21,15,2025-04-19,3,wallet,0,
O10890,C2334,P1066,Electronics,25150.2,25,2025-07-31,5,card,0,
O10891,C2413,P1220,Home Goods,8167.64,15,2025-06-09,3,UPI,0,
O10892,C2222,P1095,Footwear,6028.12,0,2026-05-06,5,card,0,
O10893,C2096,P1146,Apparel,3714.94,5,2025-07-04,5,UPI,1,Fabric quality not as described
O10894,C2090,P1210,Home Goods,4258.81,5,2025-07-12,5,card,0,
O10895,C2206,P1026,Electronics,28319.65,15,2025-05-21,4,wallet,0,
O10896,C2308,P1026,Electronics,31651.38,5,2025-01-22,4,COD,0,
O10897,C2067,P1064,Electronics,22590.67,20,2025-10-02,4,card,0,
O10898,C2006,P1203,Home Goods,8532.36,30,2025-04-19,1,COD,1,Missing parts/accessories
O10899,C2245,P1195,Home Goods,1807.39,10,2026-03-31,3,COD,0,
O10900,C2245,P1040,Electronics,35812.79,0,2025-10-01,3,COD,1,Battery drains too quickly
O10901,C2052,P1131,Apparel,1840.49,25,2026-03-02,3,card,0,
O10902,C2012,P1059,Electronics,15296.87,5,2025-05-31,3,COD,0,
O10903,C2351,P1184,Home Goods,797.47,20,2025-04-26,5,UPI,0,
O10904,C2114,P1027,Electronics,9913.83,30,2025-10-16,2,card,0,
O10905,C2043,P1012,Electronics,27933.12,10,2025-07-02,6,UPI,0,
O10906,C2092,P1174,Home Goods,10770.24,5,2025-11-05,3,COD,0,
O10907,C2255,P1170,Home Goods,8229.25,5,2025-09-29,3,COD,0,
O10908,C2039,P1202,Home Goods,10607.17,0,2025-06-02,4,card,0,
O10909,C2407,P1202,Home Goods,7425.02,30,2025-03-10,3,card,0,
O10910,C2372,P1072,Footwear,1497.58,0,2025-11-27,5,UPI,0,
O10911,C2217,P1124,Apparel,3095.31,15,2026-02-28,4,UPI,0,
O10912,C2070,P1206,Home Goods,3348.78,25,2025-09-09,2,UPI,0,
O10913,C2274,P1211,Home Goods,11620.92,0,2025-03-27,6,UPI,0,
O10914,C2295,P1199,Home Goods,4490.65,15,2025-08-13,4,card,0,
O10915,C2008,P1093,Footwear,4718.2,10,2025-05-17,2,COD,1,Material quality lower than expected
O10916,C2184,P1218,Home Goods,9178.14,20,2025-05-23,4,COD,0,
O10917,C2215,P1063,Electronics,11520.7,0,2025-08-18,5,card,1,Changed my mind after purchase
O10918,C2360,P1037,Electronics,21093.76,5,2025-01-27,3,card,1,Did not match product description
O10919,C2037,P1123,Apparel,1473.81,20,2025-06-11,2,card,0,
O10920,C2040,P1063,Electronics,11520.7,0,2026-03-03,5,wallet,0,
O10921,C2357,P1077,Footwear,1284.1,5,2025-12-12,5,UPI,0,
O10922,C2006,P1074,Footwear,4632.2,0,2025-03-03,4,COD,0,
O10923,C2005,P1102,Footwear,2358.35,20,2026-04-11,4,UPI,0,
O10924,C2292,P1129,Apparel,2551.9,0,2025-08-21,3,netbanking,0,
O10925,C2064,P1191,Home Goods,8282.97,0,2025-02-27,5,card,0,
O10926,C2381,P1144,Apparel,2482.16,10,2025-03-21,5,card,0,
O10927,C2423,P1098,Footwear,2201.17,0,2026-01-16,2,UPI,0,
O10928,C2055,P1027,Electronics,14162.62,0,2025-12-10,6,UPI,1,Did not match product description
O10929,C2005,P1194,Home Goods,9055.89,25,2025-07-12,4,UPI,0,
O10930,C2016,P1062,Electronics,41533.67,0,2025-02-15,1,card,0,
O10931,C2158,P1003,Electronics,8928.74,30,2025-10-17,2,netbanking,0,
O10932,C2161,P1193,Home Goods,5379.1,5,2025-12-31,7,card,0,
O10933,C2379,P1129,Apparel,2551.9,0,2025-06-03,3,card,0,
O10934,C2244,P1151,Apparel,1316.83,20,2025-02-08,4,UPI,0,
O10935,C2047,P1184,Home Goods,996.84,0,2025-08-09,5,COD,0,
O10936,C2393,P1184,Home Goods,996.84,0,2026-05-29,1,wallet,0,
O10937,C2174,P1115,Footwear,2021.87,20,2025-12-14,4,card,0,
O10938,C2220,P1011,Electronics,2769.73,25,2026-02-01,5,UPI,0,
O10939,C2290,P1161,Apparel,1725.3,30,2025-04-10,11,COD,1,Color faded after first wash
O10940,C2280,P1205,Home Goods,8864.01,20,2025-03-31,2,card,0,
O10941,C2034,P1072,Footwear,1347.82,10,2025-12-28,4,card,0,
O10942,C2395,P1118,Apparel,2176.2,0,2026-04-30,8,UPI,0,
O10943,C2063,P1146,Apparel,3714.94,5,2026-01-08,3,COD,0,
O10944,C2438,P1159,Apparel,2696.86,25,2025-05-13,2,UPI,0,
O10945,C2042,P1175,Home Goods,6596.96,5,2026-04-06,5,card,0,
O10946,C2349,P1011,Electronics,3323.67,10,2025-02-28,4,COD,1,Item stopped working after a few days
O10947,C2148,P1097,Footwear,5935.0,0,2026-02-13,2,COD,0,
O10948,C2447,P1119,Apparel,516.29,15,2025-12-24,1,COD,0,
O10949,C2043,P1047,Electronics,30481.3,15,2026-02-11,5,COD,1,Battery drains too quickly
O10950,C2033,P1082,Footwear,2766.17,0,2026-05-13,5,card,0,
O10951,C2279,P1040,Electronics,26859.59,25,2025-05-30,8,UPI,0,
O10952,C2016,P1154,Apparel,3256.04,20,2025-03-05,6,UPI,0,
O10953,C2027,P1055,Electronics,34363.94,20,2026-03-10,3,card,0,
O10954,C2042,P1037,Electronics,22203.96,0,2026-02-19,8,UPI,0,
O10955,C2109,P1172,Home Goods,8575.59,25,2025-07-08,6,COD,1,Stopped working after light use
O10956,C2175,P1193,Home Goods,5662.21,0,2025-07-23,3,UPI,0,
O10957,C2082,P1179,Home Goods,8734.26,5,2026-02-03,6,COD,0,
O10958,C2305,P1051,Electronics,43774.54,0,2025-05-29,1,COD,0,
O10959,C2377,P1188,Home Goods,2585.02,0,2025-06-04,10,COD,0,
O10960,C2255,P1222,Home Goods,5460.78,0,2026-02-21,4,netbanking,0,
O10961,C2438,P1033,Electronics,34601.11,10,2025-04-10,8,card,0,
O10962,C2096,P1108,Footwear,5775.44,15,2025-06-20,3,card,0,
O10963,C2347,P1148,Apparel,1984.02,30,2026-01-15,3,COD,1,Color faded after first wash
O10964,C2257,P1210,Home Goods,3586.37,20,2026-05-27,3,UPI,0,
O10965,C2277,P1110,Footwear,1049.62,10,2025-12-10,2,card,0,
O10966,C2219,P1096,Footwear,3196.66,0,2025-06-16,2,COD,0,
O10967,C2223,P1163,Apparel,2701.14,0,2025-04-12,3,netbanking,0,
O10968,C2053,P1023,Electronics,35869.22,10,2026-02-26,7,UPI,0,
O10969,C2324,P1114,Footwear,2401.44,10,2025-02-03,6,wallet,0,
O10970,C2108,P1058,Electronics,35527.25,20,2026-01-26,7,netbanking,0,
O10971,C2406,P1119,Apparel,577.03,5,2026-02-10,7,card,0,
O10972,C2114,P1130,Apparel,4337.27,0,2025-09-28,2,COD,0,
O10973,C2002,P1107,Footwear,3960.8,0,2025-01-27,8,card,0,
O10974,C2418,P1133,Apparel,3357.42,20,2025-11-22,1,netbanking,0,
O10975,C2200,P1050,Electronics,5777.81,10,2026-02-07,9,COD,0,
O10976,C2295,P1110,Footwear,1166.24,0,2026-02-04,5,COD,0,
O10977,C2223,P1060,Electronics,4884.15,0,2025-05-10,4,UPI,0,
O10978,C2401,P1101,Footwear,4471.2,20,2025-09-24,5,card,1,Wrong size received
O10979,C2223,P1003,Electronics,11479.81,10,2025-06-06,3,card,0,
O10980,C2040,P1147,Apparel,2181.2,5,2025-05-14,7,COD,0,
O10981,C2334,P1057,Electronics,21380.58,0,2025-09-09,4,wallet,0,
O10982,C2193,P1198,Home Goods,12963.52,0,2025-02-22,3,UPI,0,
O10983,C2296,P1222,Home Goods,5460.78,0,2026-04-16,9,COD,1,Missing parts/accessories
O10984,C2144,P1068,Electronics,34361.19,25,2025-04-06,8,COD,1,Item stopped working after a few days
O10985,C2251,P1204,Home Goods,3406.79,0,2025-03-17,6,UPI,0,
O10986,C2107,P1176,Home Goods,6348.79,5,2025-11-18,2,card,0,
O10987,C2091,P1169,Home Goods,2326.34,10,2025-02-02,2,card,0,
O10988,C2177,P1124,Apparel,2549.08,30,2025-01-06,6,COD,1,Wrong size ordered
O10989,C2274,P1006,Electronics,27382.35,10,2025-06-06,7,card,0,
O10990,C2111,P1008,Electronics,14065.21,0,2025-08-14,7,card,0,
O10991,C2102,P1024,Electronics,1868.63,0,2025-10-29,6,UPI,0,
O10992,C2223,P1132,Apparel,2955.2,25,2025-07-17,4,COD,0,
O10993,C2201,P1027,Electronics,12746.36,10,2025-11-16,5,card,0,
O10994,C2369,P1125,Apparel,562.88,5,2026-04-02,1,COD,0,
O10995,C2310,P1099,Footwear,1785.13,5,2025-12-28,6,UPI,0,
O10996,C2032,P1116,Footwear,1266.31,0,2025-02-04,6,UPI,0,
O10997,C2449,P1166,Home Goods,5531.08,30,2026-06-28,4,UPI,1,Missing parts/accessories
O10998,C2414,P1083,Footwear,4109.97,5,2025-07-10,3,wallet,0,
O10999,C2399,P1081,Footwear,3407.46,0,2025-11-23,5,wallet,0,
O11000,C2109,P1120,Apparel,1751.69,10,2025-11-26,6,UPI,0,
O11001,C2269,P1056,Electronics,13285.38,0,2025-10-12,2,wallet,0,
O11002,C2413,P1221,Home Goods,9767.06,15,2026-03-08,3,COD,0,
O11003,C2025,P1206,Home Goods,4241.79,5,2025-02-17,2,netbanking,0,
O11004,C2063,P1116,Footwear,1266.31,0,2025-12-01,3,card,1,Sole started peeling within a week
O11005,C2002,P1119,Apparel,607.4,0,2026-02-17,3,card,0,
O11006,C2270,P1011,Electronics,3692.97,0,2025-01-17,5,COD,0,
O11007,C2140,P1082,Footwear,2351.24,15,2026-02-14,4,card,0,
O11008,C2252,P1157,Apparel,2336.07,0,2025-11-02,3,COD,0,
O11009,C2062,P1216,Home Goods,980.83,5,2025-04-16,2,card,1,Item arrived damaged
O11010,C2071,P1027,Electronics,9913.83,30,2026-03-23,4,wallet,0,
O11011,C2417,P1138,Apparel,2885.82,30,2025-02-23,5,card,0,
O11012,C2056,P1013,Electronics,2435.65,25,2025-03-18,4,COD,0,
O11013,C2357,P1044,Electronics,6875.83,25,2026-04-17,7,card,0,
O11014,C2075,P1193,Home Goods,5095.99,10,2026-02-28,2,UPI,0,
O11015,C2244,P1170,Home Goods,8229.25,5,2025-10-15,2,card,0,
O11016,C2115,P1024,Electronics,1868.63,0,2025-10-31,4,COD,0,
O11017,C2331,P1189,Home Goods,5927.85,20,2025-03-21,2,card,0,
O11018,C2108,P1004,Electronics,33969.45,15,2026-04-25,5,card,0,
O11019,C2302,P1195,Home Goods,1807.39,10,2025-11-17,3,COD,0,
O11020,C2232,P1168,Home Goods,3481.16,0,2026-06-01,5,COD,0,
O11021,C2231,P1159,Apparel,3236.23,10,2026-02-14,5,card,0,
